Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Vinni Lettieri,MIN,R,C,1995-02-06,Excelsior,MN,USA,USA,70,184,--,--,--,20172018,N,31,5,5,10
Trevor Lewis,LAK,R,C,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20082009,N,80,6,10,16
Timothy Liljegren,TOR,R,D,1999-04-30,Kristianstad,--,SWE,SWE,73,190,2017,1,17,20192020,N,61,5,18,23
Kole Lind,SEA,R,R,1998-10-16,Swift Current,SK,CAN,CAN,73,193,2017,2,33,20202021,N,23,2,6,8
Oskar Lindblom,SJS,L,L,1996-08-15,Gavle,--,SWE,SWE,73,191,2014,5,138,20172018,N,79,12,14,26
Esa Lindell,DAL,L,D,1994-05-23,Vantaa,--,FIN,FIN,75,216,2012,3,74,20152016,N,76,4,21,25
Ryan Lindgren,NYR,L,D,1998-02-11,Burnsville,MN,USA,USA,72,193,2016,2,49,20182019,N,78,4,11,15
Elias Lindholm,VAN,R,C,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,82,42,40,82
Hampus Lindholm,BOS,L,D,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,71,5,22,27
Gustav Lindstrom,ANA,R,D,1998-10-20,Ostervala,--,SWE,SWE,74,194,2017,2,38,20192020,N,63,1,12,13
Blake Lizotte,LAK,L,C,1997-12-13,Lindstrom,MN,USA,USA,69,175,--,--,--,20182019,N,70,10,14,24
William Lockwood,FLA,R,R,1998-06-20,Royal Oak,MI,USA,USA,72,178,2016,3,64,20202021,N,13,0,0,0
Ryan Lomberg,FLA,L,L,1994-12-09,Richmond Hill,ON,CAN,CAN,69,184,--,--,--,20172018,N,55,9,9,18
Steven Lorentz,FLA,L,C,1996-04-13,Kitchener,ON,CAN,CAN,76,216,2015,7,186,20202021,N,67,8,5,13
Adam Lowry,WPG,L,C,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,79,13,8,21
Milan Lucic,BOS,L,L,1988-06-07,Vancouver,BC,CAN,CAN,75,236,2006,2,50,20072008,N,82,10,11,21
Matt Luff,DET,R,R,1997-05-05,Oakville,ON,CAN,CAN,74,196,--,--,--,20182019,N,23,3,3,6
Anton Lundell,FLA,L,C,2001-10-03,Espoo,--,FIN,FIN,73,190,2020,1,12,20212022,N,65,18,26,44
Isac Lundestrom,ANA,L,C,1999-11-06,Gallivare,--,SWE,SWE,72,193,2018,1,23,20182019,N,80,16,13,29
Nils Lundkvist,DAL,R,D,2000-07-27,Pitea,--,SWE,SWE,73,190,2018,1,28,20212022,N,25,1,3,4
Eetu Luostarinen,FLA,L,C,1998-09-02,Siilinjarvi,--,FIN,FIN,75,190,2017,2,42,20192020,N,78,9,17,26
Ilya Lyubushkin,TOR,R,D,1994-04-06,Moscow,--,RUS,RUS,74,200,--,--,--,20182019,N,77,2,13,15
Olli Maatta,DET,L,D,1994-08-22,Jyväskylä,--,FIN,FIN,74,207,2012,1,22,20132014,N,66,1,7,8
Matias Maccelli,ARI,L,L,2000-10-14,Turku,--,FIN,FIN,71,176,2019,4,98,20212022,N,23,1,5,6
Kurtis MacDermid,NJD,L,L,1994-03-25,Quebec City,QC,CAN,CAN,77,233,--,--,--,20172018,N,58,2,3,5
Mackenzie MacEachern,STL,L,L,1994-03-09,Bloomfield Hills,MI,USA,USA,74,193,2012,3,67,20182019,N,14,0,2,2
Zack MacEwen,OTT,R,R,1996-07-08,Charlottetown,PE,CAN,CAN,76,240,--,--,--,20182019,N,75,3,6,9
Nathan MacKinnon,COL,R,C,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,65,32,56,88
Josh Mahura,FLA,L,D,1998-05-05,St. Albert,AB,CAN,CAN,72,193,2016,3,85,20182019,N,38,3,4,7
Cale Makar,COL,R,D,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20192020,N,77,28,58,86
Beck Malenstyn,WSH,L,L,1998-02-04,Delta,BC,CAN,CAN,75,200,2016,5,145,20192020,N,12,1,0,1
Evgeni Malkin,PIT,L,C,1986-07-31,Magnitogorsk,--,RUS,RUS,75,195,2004,1,2,20062007,N,41,20,22,42
Mikhail Maltsev,LAK,L,L,1998-03-12,St. Petersburg,--,RUS,RUS,75,198,2016,4,102,20202021,N,18,0,0,0
Maxim Mamin,--,L,C,1995-01-13,Moscow,--,RUS,RUS,74,206,2016,6,175,20172018,N,40,7,7,14
Andrew Mangiapane,CGY,L,L,1996-04-04,Toronto,ON,CAN,CAN,70,184,2015,6,166,20172018,N,82,35,20,55
Josh Manson,COL,R,D,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,6,160,20142015,N,67,6,10,16
Anthony Mantha,VGK,L,R,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,1,20,20152016,N,37,9,14,23
Brad Marchand,BOS,L,L,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,3,71,20092010,N,70,32,48,80
Jonathan Marchessault,VGK,R,R,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,185,--,--,--,20122013,N,76,30,36,66
Mason Marchment,DAL,L,L,1995-06-18,Uxbridge,ON,CAN,CAN,77,216,--,--,--,20192020,N,54,18,29,47
John Marino,NJD,R,D,1997-05-21,North Easton,MA,USA,USA,73,181,2015,6,154,20192020,N,81,1,24,25
Mitch Marner,TOR,R,R,1997-05-05,Markham,ON,CAN,CAN,72,180,2015,1,4,20162017,N,72,35,62,97
Pat Maroon,BOS,L,L,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,6,161,20112012,N,81,11,16,27
Matt Martin,NYI,L,L,1989-05-08,Windsor,ON,CAN,CAN,75,215,2008,5,148,20092010,N,71,3,4,7
Alec Martinez,VGK,L,D,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,4,95,20092010,N,26,3,5,8
Jordan Martinook,CAR,L,L,1992-07-25,Brandon,MB,CAN,CAN,72,196,2012,2,58,20142015,N,59,6,9,15
Mike Matheson,MTL,L,D,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,196,2012,1,23,20152016,N,74,11,20,31
Auston Matthews,TOR,L,C,1997-09-17,San Ramon,CA,USA,USA,75,215,2016,1,1,20162017,N,73,60,46,106
Scott Mayfield,NYI,R,D,1992-10-14,St. Louis,MO,USA,USA,77,220,2011,2,34,20132014,N,61,3,15,18
Gerry Mayhew,FLA,R,C,1992-12-31,Wyandotte,MI,USA,USA,69,161,--,--,--,20192020,N,40,11,1,12
Dysin Mayo,VGK,R,D,1996-08-17,Victoria,BC,CAN,CAN,72,189,2014,5,133,20212022,N,67,4,8,12
Charlie McAvoy,BOS,R,D,1997-12-21,Long Beach,NY,USA,USA,73,209,2016,1,14,20172018,N,78,10,46,56
Jack McBain,ARI,L,C,2000-01-06,Toronto,ON,CAN,CAN,75,201,2018,3,63,20212022,N,10,2,1,3
Jake McCabe,TOR,L,D,1993-10-12,Eau Claire,WI,USA,USA,73,211,2012,2,44,20132014,N,75,4,18,22
Jared McCann,SEA,L,L,1996-05-31,Stratford,ON,CAN,CAN,73,191,2014,1,24,20152016,N,74,27,23,50
Michael McCarron,NSH,R,R,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,1,25,20152016,N,51,7,7,14
Max McCormick,SEA,L,L,1992-05-01,De Pere,WI,USA,USA,71,188,2011,6,171,20152016,N,10,0,0,0
Connor McDavid,EDM,L,C,1997-01-13,Richmond Hill,ON,CAN,CAN,73,194,2015,1,1,20152016,N,80,44,79,123
Ryan McDonagh,NSH,L,D,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,1,12,20102011,N,71,4,22,26
Brock McGinn,ANA,L,L,1994-02-02,Fergus,ON,CAN,CAN,72,187,2012,2,47,20152016,N,64,12,10,22
Greg McKegg,EDM,L,C,1992-06-17,St. Thomas,ON,CAN,CAN,72,195,2010,3,62,20132014,N,43,2,3,5
Marc McLaughlin,BOS,R,C,1999-07-26,North Billerica,MA,USA,USA,72,199,--,--,--,20212022,N,11,3,0,3
Michael McLeod,NJD,R,C,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,1,12,20182019,N,77,6,14,20
Ryan McLeod,EDM,L,C,1999-09-21,Mississauga,ON,CAN,CAN,75,188,2018,2,40,20202021,N,71,9,12,21
Connor McMichael,WSH,L,C,2001-01-15,Ajax,ON,CAN,CAN,72,180,2019,1,25,20202021,N,68,9,9,18
Brayden McNabb,VGK,L,D,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,3,66,20112012,N,69,3,15,18
Jaycob Megna,CHI,L,D,1992-12-10,Plantation,FL,USA,USA,78,220,2012,7,210,20162017,N,44,2,6,8
Jayson Megna,BOS,R,C,1990-02-01,Fort Lauderdale,FL,USA,USA,72,190,--,--,--,20132014,N,20,0,3,3
Timo Meier,NJD,L,R,1996-10-08,Herisau,--,CHE,CHE,73,220,2015,1,9,20162017,N,77,35,41,76
Nicolas Meloche,--,R,D,1997-07-18,LaSalle,QC,CAN,CAN,75,203,2015,2,40,20202021,N,50,2,5,7
Dawson Mercer,NJD,R,C,2001-10-27,Carbonear,NL,CAN,CAN,72,180,2020,1,18,20212022,N,82,17,25,42
Ryan Merkley,--,R,D,2000-08-14,Oakville,ON,CAN,CAN,72,186,2018,1,21,20212022,N,39,1,5,6
Jon Merrill,MIN,L,D,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,2,38,20132014,N,69,4,16,20
Victor Mete,PHI,L,D,1998-06-07,Woodbridge,ON,CAN,CAN,69,187,2016,4,100,20172018,N,37,0,7,7
Carson Meyer,CBJ,R,R,1997-08-18,Powell,OH,USA,USA,71,184,2017,6,179,20212022,N,13,1,2,3
Jake Middleton,MIN,L,D,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,7,210,20182019,N,66,4,10,14
Ilya Mikheyev,VAN,L,R,1994-10-10,Omsk,--,RUS,RUS,74,192,--,--,--,20192020,N,53,21,11,32
Niko Mikkola,FLA,L,D,1996-04-27,Kiiminki,--,FIN,FIN,77,206,2015,5,127,20192020,N,54,3,10,13
Sonny Milano,WSH,L,L,1996-05-12,Massapequa,NY,USA,USA,72,194,2014,1,16,20152016,N,66,14,20,34
Colin Miller,WPG,R,D,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,5,151,20152016,N,38,2,12,14
J.T. Miller,VAN,L,C,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,1,15,20122013,N,80,32,67,99
K'Andre Miller,NYR,L,D,2000-01-21,St. Paul,MN,USA,USA,77,210,2018,1,22,20202021,N,82,7,13,20
Daniil Miromanov,CGY,R,D,1997-07-11,Moscow,--,RUS,RUS,76,207,--,--,--,20212022,N,11,0,1,1
Casey Mittelstadt,COL,L,C,1998-11-22,Eden Prairie,MN,USA,USA,73,195,2017,1,8,20172018,N,40,6,13,19
Sean Monahan,WPG,L,C,1994-10-12,Brampton,ON,CAN,CAN,74,202,2013,1,6,20132014,N,65,8,15,23
Brandon Montour,FLA,R,D,1994-04-11,Brantford,ON,CAN,CAN,72,199,2014,2,55,20162017,N,81,11,26,37
Trevor Moore,LAK,L,L,1995-03-31,Thousand Oaks,CA,USA,USA,71,195,--,--,--,20182019,N,81,17,31,48
Josh Morrissey,WPG,L,D,1995-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,20152016,N,79,12,25,37
J.J. Moser,ARI,L,D,2000-06-06,Biel,--,CHE,CHE,73,173,2021,2,60,20212022,N,43,4,11,15
Tyler Motte,TBL,L,C,1995-03-10,St. Clair,MI,USA,USA,70,194,2013,4,121,20162017,N,58,7,8,15
Jacob Moverare,LAK,L,D,1998-08-31,Ostersund,--,SWE,SWE,75,210,2016,4,112,20212022,N,19,0,2,2
Connor Murphy,CHI,R,D,1993-03-26,Dublin,OH,USA,USA,76,212,2011,1,20,20132014,N,57,4,6,10
Brett Murray,BUF,L,L,1998-07-20,Bolton,ON,CAN,CAN,77,228,2016,4,99,20202021,N,19,2,4,6
Ryan Murray,--,L,D,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,1,2,20132014,N,37,0,4,4
Jake Muzzin,TOR,L,D,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,5,141,20102011,N,47,3,11,14
Philippe Myers,TBL,R,D,1997-01-25,Moncton,NB,CAN,CAN,78,213,--,--,--,20182019,N,27,1,3,4
Tyler Myers,VAN,R,D,1990-02-01,Houston,TX,USA,CAN,80,229,2008,1,12,20092010,N,82,1,17,18
Vladislav Namestnikov,WPG,L,C,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20132014,N,75,16,14,30
Riley Nash,NYR,R,C,1989-05-09,Consort,AB,CAN,CAN,73,187,2007,1,21,20112012,N,49,0,4,4
James Neal,--,L,L,1987-09-03,Whitby,ON,CAN,CAN,75,212,2005,2,33,20082009,N,19,2,2,4
Martin Necas,CAR,R,C,1999-01-15,Nove Mesto na Morave,--,CZE,CZE,74,189,2017,1,12,20172018,N,78,14,26,40
Brock Nelson,NYI,L,C,1991-10-15,Warroad,MN,USA,USA,76,210,2010,1,30,20132014,N,72,37,22,59
Patrik Nemeth,--,L,D,1992-02-08,Stockholm,--,SWE,SWE,76,230,2010,2,41,20132014,N,63,2,5,7
Alex Newhook,MTL,L,C,2001-01-28,St. John's,NL,CAN,CAN,71,199,2019,1,16,20202021,N,71,13,20,33
Valeri Nichushkin,COL,L,R,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,62,25,27,52
Nino Niederreiter,WPG,L,R,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20102011,N,75,24,20,44
Markus Niemelainen,EDM,L,D,1998-06-08,Kuopio,--,FIN,FIN,77,200,2016,3,63,20212022,N,20,0,1,1
Matt Nieto,PIT,L,L,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,2,47,20132014,N,70,6,11,17
Sami Niku,--,L,D,1996-10-10,Haapavesi,--,FIN,FIN,73,176,2015,7,198,20172018,N,13,0,6,6
Josh Norris,OTT,L,C,1999-05-05,Oxford,MI,USA,USA,74,195,2017,1,19,20192020,N,66,35,20,55
Tomas Nosek,NJD,L,L,1992-09-01,Pardubice,--,CZE,CZE,75,205,--,--,--,20152016,N,75,3,14,17
Tommy Novak,NSH,L,C,1997-04-28,St. Paul,MN,USA,USA,73,179,2015,3,85,20212022,N,27,1,6,7
Ryan Nugent-Hopkins,EDM,L,C,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20112012,N,63,11,39,50
Darnell Nurse,EDM,L,D,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20142015,N,71,9,26,35
William Nylander,TOR,R,R,1996-05-01,Calgary,AB,CAN,SWE,72,202,2014,1,8,20152016,N,81,34,46,80
Gustav Nyquist,NSH,L,C,1989-09-01,Halmstad,--,SWE,SWE,71,180,2008,4,121,20112012,N,82,18,35,53
Liam O'Brien,ARI,L,C,1994-07-29,Halifax,NS,CAN,CAN,73,213,--,--,--,20142015,N,39,2,1,3
Drew O'Connor,PIT,L,L,1998-06-09,Chatham,NJ,USA,USA,75,200,--,--,--,20202021,N,22,3,2,5
Logan O'Connor,COL,R,R,1996-08-14,Missouri City,TX,USA,USA,72,175,--,--,--,20182019,N,81,8,16,24
Ryan O'Reilly,NSH,L,C,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,2,33,20092010,N,78,21,37,58
Jordan Oesterle,CGY,L,D,1992-06-25,Dearborn Heights,MI,USA,USA,72,187,--,--,--,20142015,N,45,2,6,8
Kyle Okposo,FLA,R,R,1988-04-16,St. Paul,MN,USA,USA,72,216,2006,1,7,20072008,N,74,21,24,45
Jamie Oleksiak,SEA,L,D,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,1,14,20122013,N,72,1,16,17
Mathieu Olivier,CBJ,R,R,1997-02-11,Biloxi,MS,USA,USA,73,222,--,--,--,20192020,N,10,0,1,1
Victor Olofsson,BUF,L,L,1995-07-18,Ornskoldsvik,--,SWE,SWE,71,182,2014,7,181,20182019,N,72,20,29,49
Dmitry Orlov,CAR,L,D,1991-07-23,Novokuznetsk,--,RUS,RUS,71,214,2009,2,55,20112012,N,76,12,23,35
T.J. Oshie,WSH,R,R,1986-12-23,Everett,WA,USA,USA,72,187,2005,1,24,20082009,N,44,11,14,25
Alex Ovechkin,WSH,R,L,1985-09-17,Moscow,--,RUS,RUS,75,238,2004,1,1,20052006,N,77,50,40,90
Max Pacioretty,WSH,L,L,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,1,22,20082009,N,39,19,18,37
Jean-Gabriel Pageau,NYI,R,C,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,4,96,20122013,N,77,18,21,39
Ondrej Palat,NJD,L,L,1991-03-28,Frydek-Mistek,--,CZE,CZE,72,194,2011,7,208,20122013,N,77,18,31,49
Kyle Palmieri,NYI,R,C,1991-02-01,Smithtown,NY,USA,USA,71,196,2009,1,26,20102011,N,69,15,18,33
Artemi Panarin,NYR,R,L,1991-10-30,Korkino,--,RUS,RUS,72,175,--,--,--,20152016,N,75,22,74,96
Cedric Paquette,--,L,C,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,4,101,20132014,N,24,0,2,2
Colton Parayko,STL,R,D,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,3,86,20152016,N,80,6,29,35
Zach Parise,COL,L,L,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,1,17,20052006,N,82,15,20,35
David Pastrnak,BOS,R,R,1996-05-25,Havirov,--,CZE,CZE,72,196,2014,1,25,20142015,N,72,40,37,77
Greg Pateryn,--,R,D,1990-06-20,Sterling Heights,MI,USA,USA,74,221,2008,5,128,20122013,N,10,1,1,2
Nolan Patrick,--,R,C,1998-09-19,Winnipeg,MB,CAN,CAN,74,201,2017,1,2,20172018,N,25,2,5,7
Nicholas Paul,TBL,L,L,1995-03-20,Mississauga,ON,CAN,CAN,75,229,2013,4,101,20152016,N,80,16,16,32
Joe Pavelski,DAL,R,C,1984-07-11,Plover,WI,USA,USA,73,196,2003,7,205,20062007,N,82,27,54,81
Tanner Pearson,MTL,L,L,1992-08-10,Kitchener,ON,CAN,CAN,73,207,2012,1,30,20132014,N,68,14,20,34
Lane Pederson,EDM,R,C,1997-08-04,Saskatoon,SK,CAN,CAN,73,196,--,--,--,20202021,N,29,0,2,2
Andrew Peeke,BOS,R,D,1998-03-17,Parkland,FL,USA,USA,75,214,2016,2,34,20192020,N,82,2,13,15
Adam Pelech,NYI,L,D,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,3,65,20152016,N,78,3,25,28
Cole Perfetti,WPG,L,C,2002-01-01,Whitby,ON,CAN,CAN,71,185,2020,1,10,20212022,N,18,2,5,7
Brendan Perlini,--,L,L,1996-04-27,Guildford,--,GBR,GBR,75,211,2014,1,12,20162017,N,23,4,1,5
Mathieu Perreault,--,L,C,1988-01-05,Drummondville,QC,CAN,CAN,70,189,2006,6,177,20092010,N,25,4,5,9
David Perron,DET,R,L,1988-05-28,Sherbrooke,QC,CAN,CAN,72,195,2007,1,26,20072008,N,67,27,30,57
Corey Perry,EDM,R,R,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,1,28,20052006,N,82,19,21,40
Scott Perunovich,STL,L,D,1998-08-18,Hibbing,MN,USA,USA,70,175,2018,2,45,20212022,N,19,0,6,6
Brett Pesce,CAR,R,D,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20152016,N,70,7,21,28
Nic Petan,NYR,L,C,1995-03-22,Delta,BC,CAN,CAN,69,175,2013,2,43,20152016,N,18,0,2,2
Jacob Peterson,SJS,L,C,1999-07-19,Lidkoping,--,SWE,SWE,73,180,2017,5,132,20212022,N,65,12,5,17
Jeff Petry,DET,R,D,1987-12-09,Ann Arbor,MI,USA,USA,75,208,2006,2,45,20102011,N,68,6,21,27
Elias Pettersson,VAN,L,C,1998-11-12,Sundsvall,--,SWE,SWE,74,176,2017,1,5,20182019,N,80,32,36,68
Marcus Pettersson,PIT,L,D,1996-05-08,Skelleftea,--,SWE,SWE,75,177,2014,2,38,20172018,N,72,2,17,19
Michael Pezzetta,MTL,L,L,1998-03-13,Toronto,ON,CAN,CAN,73,217,2016,6,160,20212022,N,51,5,6,11
Alex Pietrangelo,VGK,R,D,1990-01-18,King City,ON,CAN,CAN,75,215,2008,1,4,20082009,N,80,13,31,44
Neal Pionk,WPG,R,D,1995-07-29,Omaha,NE,USA,USA,72,190,--,--,--,20172018,N,77,3,31,34
Rem Pitlick,CHI,L,C,1997-04-02,Ottawa,ON,CAN,CAN,71,186,2016,3,76,20182019,N,66,15,22,37
Tyler Pitlick,NYR,R,C,1991-11-01,Minneapolis,MN,USA,USA,74,199,2010,2,31,20132014,N,39,1,4,5
Vasily Podkolzin,VAN,L,R,2001-06-24,Moscow,--,RUS,RUS,73,190,2019,1,10,20212022,N,79,14,12,26
Ryan Poehling,PHI,L,C,1999-01-03,Lakeville,MN,USA,USA,74,204,2017,1,25,20182019,N,57,9,8,17
Austin Poganski,--,R,R,1996-02-16,St. Cloud,MN,USA,USA,73,206,2014,4,110,20192020,N,16,0,0,0
Brayden Point,TBL,R,C,1996-03-13,Calgary,AB,CAN,CAN,70,178,2014,3,79,20162017,N,66,28,30,58
Tucker Poolman,VAN,R,D,1993-06-08,Dubuque,IA,USA,USA,74,199,2013,5,127,20172018,N,40,1,2,3
Derrick Pouliot,DAL,L,D,1994-01-16,Estevan,SK,CAN,CAN,73,204,2012,1,8,20142015,N,11,0,4,4
Aliaksei Protas,WSH,L,C,2001-01-06,Vitebsk,--,BLR,BLR,78,225,2019,3,91,20212022,N,33,3,6,9
Ivan Provorov,CBJ,L,D,1997-01-13,Yaroslavl,--,RUS,RUS,73,220,2015,1,7,20162017,N,79,9,22,31
Jesse Puljujarvi,PIT,R,R,1998-05-07,Alvkarleby,--,SWE,FIN,76,201,2016,1,4,20162017,N,65,14,22,36
Ryan Pulock,NYI,R,D,1994-10-06,Dauphin,MB,CAN,CAN,74,216,2013,1,15,20152016,N,56,5,16,21
Mark Pysyk,CGY,R,D,1992-01-11,Sherwood Park,AB,CAN,CAN,73,205,2010,1,23,20122013,N,68,3,9,12
Taylor Raddysh,CHI,R,R,1998-02-18,Caledon,ON,CAN,CAN,75,198,2016,2,58,20212022,N,74,11,11,22
Alexander Radulov,--,L,R,1986-07-05,Nizhny Tagil,--,RUS,RUS,73,200,2004,1,15,20062007,N,71,4,18,22
Michael Raffl,--,L,L,1988-12-01,Villach,--,AUT,AUT,73,205,--,--,--,20132014,N,76,7,9,16
Rickard Rakell,PIT,R,R,1993-05-05,Sundbyberg,--,SWE,SWE,73,195,2011,1,30,20122013,N,70,20,21,41
Sampo Ranta,COL,L,L,2000-05-31,Naantali,--,FIN,FIN,74,195,2018,3,78,20212022,N,10,0,0,0
Mikko Rantanen,COL,L,R,1996-10-29,Nousiainen,--,FIN,FIN,76,215,2015,1,10,20152016,N,75,36,56,92
Victor Rask,--,L,C,1993-03-01,Leksand,--,SWE,SWE,74,199,2011,2,42,20142015,N,47,9,12,21
Michael Rasmussen,DET,L,C,1999-04-17,Surrey,BC,CAN,CAN,78,220,2017,1,9,20182019,N,80,15,12,27
Isaac Ratcliffe,--,L,L,1999-02-15,London,ON,CAN,CAN,78,200,2017,2,35,20212022,N,10,1,3,4
Lucas Raymond,DET,R,L,2002-03-28,Gothenburg,--,SWE,SWE,71,188,2020,1,4,20212022,N,82,23,34,57
Ryan Reaves,TOR,R,R,1987-01-20,Winnipeg,MB,CAN,CAN,74,226,2005,5,156,20102011,N,69,5,8,13
Scott Reedy,DAL,R,C,1999-04-04,Prior Lake,MN,USA,USA,74,204,2017,4,102,20212022,N,35,7,2,9
Alec Regula,BOS,R,D,2000-08-06,West Bloomfield,MI,USA,USA,76,211,2018,3,67,20202021,N,15,1,0,1
Kristian Reichel,WPG,R,C,1998-06-11,Most,--,CZE,CZE,74,192,--,--,--,20212022,N,13,1,1,2
Lukas Reichel,CHI,L,L,2002-05-17,Nürnberg,--,DEU,DEU,72,170,2020,1,17,20212022,N,11,0,1,1
Mike Reilly,NYI,L,D,1993-07-13,Chicago,IL,USA,USA,73,196,2011,4,98,20152016,N,70,4,13,17
Sam Reinhart,FLA,R,C,1995-11-06,West Vancouver,BC,CAN,CAN,74,193,2014,1,2,20142015,N,78,33,49,82
Brad Richardson,--,L,R,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,5,163,20052006,N,44,4,4,8
Morgan Rielly,TOR,L,D,1994-03-09,Vancouver,BC,CAN,CAN,73,225,2012,1,5,20132014,N,82,10,58,68
Rasmus Ristolainen,PHI,R,D,1994-10-27,Turku,--,FIN,FIN,76,208,2013,1,8,20132014,N,66,2,14,16
Brett Ritchie,--,R,R,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,2,44,20142015,N,41,3,1,4
Nick Ritchie,--,L,L,1995-12-05,Orangeville,ON,CAN,CAN,75,236,2014,1,10,20152016,N,57,12,11,23
Jason Robertson,DAL,L,L,1999-07-22,Arcadia,CA,USA,USA,75,202,2017,2,39,20192020,N,74,41,38,79
Nicholas Robertson,TOR,L,L,2001-09-11,Pasadena,CA,USA,USA,69,178,2019,2,53,20202021,N,10,1,0,1
Buddy Robinson,--,R,R,1991-09-30,Bellmawr,NJ,USA,USA,78,232,--,--,--,20152016,N,32,1,5,6
Eric Robinson,BUF,L,L,1995-06-14,Bellmawr,NJ,USA,USA,74,211,--,--,--,20172018,N,67,10,17,27
Evan Rodrigues,FLA,R,C,1993-07-28,Toronto,ON,CAN,CAN,71,175,--,--,--,20152016,N,82,19,24,43
Alexander Romanov,NYI,L,D,2000-01-06,Moscow,--,RUS,RUS,73,215,2018,2,38,20202021,N,79,3,10,13
Jonas Rondbjerg,VGK,L,R,1999-03-31,Horsholm,--,DNK,DNK,74,202,2017,3,65,20212022,N,30,2,4,6
Kevin Rooney,CGY,L,C,1993-05-21,Canton,MA,USA,USA,74,190,--,--,--,20162017,N,61,6,6,12
Calle Rosen,STL,L,D,1994-02-02,Vaxjo,--,SWE,SWE,73,188,--,--,--,20172018,N,18,2,5,7
Jack Roslovic,NYR,R,C,1997-01-29,Columbus,OH,USA,USA,73,198,2015,1,25,20162017,N,81,22,23,45
Antoine Roussel,--,L,L,1989-11-21,Roubaix,--,FRA,FRA,71,200,--,--,--,20122013,N,53,4,4,8
Carter Rowney,--,R,C,1989-05-10,Grande Prairie,AB,CAN,CAN,74,208,--,--,--,20162017,N,26,4,2,6
Matt Roy,LAK,R,D,1995-03-01,Detroit,MI,USA,USA,74,210,2015,7,194,20182019,N,67,2,19,21
Nicolas Roy,VGK,R,C,1997-02-05,Amos,QC,CAN,CAN,76,202,2015,4,96,20172018,N,78,15,24,39
Chad Ruhwedel,NYR,R,D,1990-05-07,San Diego,CA,USA,USA,71,191,--,--,--,20122013,N,78,4,9,13
Arttu Ruotsalainen,BUF,L,C,1997-10-29,Oulu,--,FIN,FIN,69,187,--,--,--,20202021,N,18,2,2,4
Kris Russell,--,L,D,1987-05-02,Caroline,AB,CAN,CAN,70,170,2005,3,67,20072008,N,31,2,7,9
Bryan Rust,PIT,R,R,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,3,80,20142015,N,60,24,34,58
Jan Rutta,SJS,R,D,1990-07-29,Pisek,--,CZE,CZE,75,204,--,--,--,20172018,N,76,3,15,18
Adam Ruzicka,--,L,C,1999-05-11,Bratislava,--,SVK,SVK,76,215,2017,4,109,20202021,N,28,5,5,10
