Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Julian Melchiori,--,L,D,1991-12-06,Richmond Hill,ON,CAN,CAN,77,222,2010,3,87,20132014,N,11,0,0,0
Jon Merrill,MIN,L,D,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,2,38,20132014,N,47,1,4,5
Michael Mersch,--,L,L,1992-10-02,Park Ridge,IL,USA,USA,74,210,2011,4,110,20152016,N,17,1,2,3
Marc Methot,--,L,D,1985-06-21,Ottawa,ON,CAN,CAN,76,230,2003,6,168,20062007,N,69,5,7,12
Milan Michalek,--,L,L,1984-12-07,Jindrichuv Hradec,--,CZE,CZE,74,225,2003,1,6,20032004,N,45,7,9,16
Zbynek Michalek,--,R,D,1982-12-23,Jindrichuv Hradec,--,CZE,CZE,74,210,--,--,--,20032004,N,70,2,5,7
Colin Miller,WPG,R,D,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,5,151,20152016,N,42,3,13,16
Drew Miller,--,L,L,1984-02-17,Dover,NJ,USA,USA,74,183,2003,6,186,20072008,N,28,1,1,2
J.T. Miller,VAN,L,C,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,1,15,20122013,N,82,22,21,43
Kevan Miller,--,R,D,1987-11-15,Los Angeles,CA,USA,USA,74,210,--,--,--,20132014,N,71,5,13,18
John Mitchell,--,L,C,1985-01-22,Oakville,ON,CAN,CAN,73,204,2003,5,158,20082009,N,71,10,11,21
Torrey Mitchell,--,R,C,1985-01-30,Greenfield Park,QC,CAN,CAN,71,186,2004,4,126,20072008,N,71,11,8,19
Willie Mitchell,--,L,D,1977-04-23,Port McNeill,BC,CAN,CAN,75,210,1996,8,199,19992000,N,46,1,6,7
Travis Moen,--,L,L,1982-04-06,Stewart Valley,SK,CAN,CAN,74,215,2000,5,155,20032004,N,23,0,2,2
Sean Monahan,WPG,L,C,1994-10-12,Brampton,ON,CAN,CAN,74,202,2013,1,6,20132014,N,81,27,36,63
Dominic Moore,--,L,C,1980-08-03,Thornhill,ON,CAN,CAN,72,192,2000,3,95,20032004,N,80,6,9,15
John Moore,--,L,D,1990-11-19,Winnetka,IL,USA,USA,75,207,2009,1,21,20102011,N,73,4,15,19
Joe Morrow,--,L,D,1992-12-09,Edmonton,AB,CAN,CAN,72,196,2011,1,23,20142015,N,33,1,6,7
Matt Moulson,--,L,L,1983-11-01,North York,ON,CAN,CAN,73,203,2003,9,263,20072008,N,81,8,13,21
Mirco Mueller,--,L,D,1995-03-21,Winterthur,--,CHE,CHE,75,210,2013,1,18,20142015,N,11,0,0,0
Connor Murphy,CHI,R,D,1993-03-26,Dublin,OH,USA,USA,76,212,2011,1,20,20132014,N,78,6,11,17
Ryan Murphy,--,R,D,1993-03-31,Aurora,ON,CAN,CAN,71,175,2011,1,12,20122013,N,35,0,10,10
Ryan Murray,--,L,D,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,1,2,20132014,N,82,4,21,25
Jake Muzzin,TOR,L,D,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,5,141,20102011,N,82,8,32,40
Tyler Myers,VAN,R,D,1990-02-01,Houston,TX,USA,CAN,80,229,2008,1,12,20092010,N,73,9,18,27
Jakub Nakladal,--,R,D,1987-12-30,Hradec Kralove,--,CZE,CZE,74,212,--,--,--,20152016,N,27,2,3,5
Vladislav Namestnikov,WPG,L,C,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20132014,N,80,14,21,35
Rick Nash,--,L,L,1984-06-16,Brampton,ON,CAN,CAN,76,211,2002,1,1,20022003,N,60,15,21,36
Riley Nash,NYR,R,C,1989-05-09,Consort,AB,CAN,CAN,73,187,2007,1,21,20112012,N,64,9,13,22
James Neal,--,L,L,1987-09-03,Whitby,ON,CAN,CAN,75,212,2005,2,33,20082009,N,82,31,27,58
Chris Neil,--,R,R,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,6,161,20012002,N,80,5,8,13
Brock Nelson,NYI,L,C,1991-10-15,Warroad,MN,USA,USA,76,210,2010,1,30,20132014,N,81,26,14,40
Patrik Nemeth,--,L,D,1992-02-08,Stockholm,--,SWE,SWE,76,230,2010,2,41,20132014,N,38,0,8,8
Nikita Nesterov,--,L,D,1993-03-28,Chelyabinsk,--,RUS,RUS,71,191,2011,5,148,20142015,N,57,3,6,9
Andrej Nestrasil,--,L,C,1991-02-22,Prague,--,CZE,CZE,75,200,2009,3,75,20142015,N,55,9,14,23
Valeri Nichushkin,COL,L,R,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,79,9,20,29
Nino Niederreiter,WPG,L,R,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20102011,N,82,20,23,43
Frans Nielsen,--,L,C,1984-04-24,Herning,--,DNK,DNK,73,186,2002,3,87,20062007,N,81,20,32,52
Matt Nieto,PIT,L,L,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,2,47,20132014,N,67,8,9,17
Nikita Nikitin,--,L,D,1986-06-16,Omsk,--,RUS,RUS,76,217,2004,5,136,20102011,N,11,0,1,1
Matt Niskanen,--,R,D,1986-12-06,Virginia,MN,USA,USA,73,203,2005,1,28,20072008,N,82,5,27,32
Jordan Nolan,--,L,C,1989-06-23,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,7,186,20112012,N,52,0,5,5
Joakim Nordstrom,--,L,C,1992-02-25,Stockholm,--,SWE,SWE,73,194,2010,3,90,20132014,N,71,10,14,24
Ryan Nugent-Hopkins,EDM,L,C,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20112012,N,55,12,22,34
Darnell Nurse,EDM,L,D,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20142015,N,69,3,7,10
William Nylander,TOR,R,R,1996-05-01,Calgary,AB,CAN,SWE,72,202,2014,1,8,20152016,N,22,6,7,13
Gustav Nyquist,NSH,L,C,1989-09-01,Halmstad,--,SWE,SWE,71,180,2008,4,121,20112012,N,82,17,26,43
Eric Nystrom,--,L,L,1983-02-14,Syosset,NY,USA,USA,73,200,2002,1,10,20052006,N,46,7,0,7
Brian O'Neill,--,L,R,1988-06-01,Yardley,PA,USA,USA,69,175,--,--,--,20152016,N,22,0,2,2
Cal O'Reilly,--,L,C,1986-09-30,Toronto,ON,CAN,CAN,72,188,2005,5,150,20082009,N,20,3,4,7
Ryan O'Reilly,NSH,L,C,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,2,33,20092010,N,71,21,39,60
Johnny Oduya,--,L,D,1981-10-01,Stockholm,--,SWE,SWE,72,191,2001,7,221,20062007,N,82,4,17,21
Jordan Oesterle,CGY,L,D,1992-06-25,Dearborn Heights,MI,USA,USA,72,187,--,--,--,20142015,N,17,0,5,5
Kyle Okposo,FLA,R,R,1988-04-16,St. Paul,MN,USA,USA,72,216,2006,1,7,20072008,N,79,22,42,64
Jamie Oleksiak,SEA,L,D,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,1,14,20122013,N,19,0,2,2
Dmitry Orlov,CAR,L,D,1991-07-23,Novokuznetsk,--,RUS,RUS,71,214,2009,2,55,20112012,N,82,8,21,29
Brooks Orpik,--,L,D,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,1,18,20022003,N,41,3,7,10
T.J. Oshie,WSH,R,R,1986-12-23,Everett,WA,USA,USA,72,187,2005,1,24,20082009,N,80,26,25,51
Steve Ott,--,L,C,1982-08-19,Summerside,PE,CAN,CAN,72,193,2000,1,25,20022003,N,21,0,2,2
Alex Ovechkin,WSH,R,L,1985-09-17,Moscow,--,RUS,RUS,75,238,2004,1,1,20052006,N,79,50,21,71
Magnus Paajarvi,--,L,L,1991-04-12,Norrkoping,--,SWE,SWE,75,206,2009,1,10,20102011,N,48,3,6,9
Max Pacioretty,WSH,L,L,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,1,22,20082009,N,82,30,34,64
Jean-Gabriel Pageau,NYI,R,C,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,4,96,20122013,N,82,19,24,43
Daniel Paille,--,L,L,1984-04-15,Welland,ON,CAN,CAN,73,200,2002,1,20,20052006,N,12,0,0,0
Iiro Pakarinen,--,R,R,1991-08-25,Loviisa,--,FIN,FIN,73,212,2011,7,184,20142015,N,63,5,8,13
Ondrej Palat,NJD,L,L,1991-03-28,Frydek-Mistek,--,CZE,CZE,72,194,2011,7,208,20122013,N,62,16,24,40
Kyle Palmieri,NYI,R,C,1991-02-01,Smithtown,NY,USA,USA,71,196,2009,1,26,20102011,N,82,30,27,57
Artemi Panarin,NYR,R,L,1991-10-30,Korkino,--,RUS,RUS,72,175,--,--,--,20152016,N,80,30,47,77
Richard Panik,--,L,R,1991-02-07,Martin,--,SVK,SVK,74,203,2009,2,52,20122013,N,30,6,2,8
Cedric Paquette,--,L,C,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,4,101,20132014,N,56,6,5,11
Colton Parayko,STL,R,D,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,3,86,20152016,N,79,9,24,33
Adam Pardy,--,L,D,1984-03-29,Bonavista,NL,CAN,CAN,76,227,2004,6,173,20082009,N,23,0,4,4
PA Parenteau,--,R,R,1983-03-24,Hull,QC,CAN,CAN,72,200,2001,9,264,20062007,N,77,20,21,41
Zach Parise,COL,L,L,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,1,17,20052006,N,70,25,28,53
David Pastrnak,BOS,R,R,1996-05-25,Havirov,--,CZE,CZE,72,196,2014,1,25,20142015,N,51,15,11,26
Greg Pateryn,--,R,D,1990-06-20,Sterling Heights,MI,USA,USA,74,221,2008,5,128,20122013,N,38,1,6,7
Nicholas Paul,TBL,L,L,1995-03-20,Mississauga,ON,CAN,CAN,75,229,2013,4,101,20152016,N,24,2,3,5
Joe Pavelski,DAL,R,C,1984-07-11,Plover,WI,USA,USA,73,196,2003,7,205,20062007,N,82,38,40,78
Tanner Pearson,MTL,L,L,1992-08-10,Kitchener,ON,CAN,CAN,73,207,2012,1,30,20132014,N,79,15,21,36
Andrey Pedan,--,L,D,1993-07-03,Kaunas,--,LTU,LTU,77,213,2011,3,63,20152016,N,13,0,0,0
Anthony Peluso,--,R,R,1989-04-18,North York,ON,CAN,CAN,75,225,2007,6,160,20122013,N,35,1,4,5
Mathieu Perreault,--,L,C,1988-01-05,Drummondville,QC,CAN,CAN,70,189,2006,6,177,20092010,N,71,9,32,41
David Perron,DET,R,L,1988-05-28,Sherbrooke,QC,CAN,CAN,72,195,2007,1,26,20072008,N,71,12,24,36
Corey Perry,EDM,R,R,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,1,28,20052006,N,82,34,28,62
Brett Pesce,CAR,R,D,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20152016,N,69,4,12,16
Nic Petan,NYR,L,C,1995-03-22,Delta,BC,CAN,CAN,69,175,2013,2,43,20152016,N,26,2,4,6
Alexander Petrovic,DAL,R,D,1992-03-03,Edmonton,AB,CAN,CAN,77,208,2010,2,36,20122013,N,66,2,15,17
Jeff Petry,DET,R,D,1987-12-09,Ann Arbor,MI,USA,USA,75,208,2006,2,45,20102011,N,51,5,11,16
Dion Phaneuf,--,L,D,1985-04-10,Edmonton,AB,CAN,CAN,76,222,2003,1,9,20052006,N,71,4,28,32
Alex Pietrangelo,VGK,R,D,1990-01-18,King City,ON,CAN,CAN,75,215,2008,1,4,20082009,N,73,7,30,37
Brandon Pirri,--,L,C,1991-04-10,Toronto,ON,CAN,CAN,73,180,2009,2,59,20102011,N,61,14,15,29
Tomas Plekanec,--,L,C,1982-10-31,Kladno,--,CZE,CZE,71,190,2001,3,71,20032004,N,82,14,40,54
Sergei Plotnikov,--,L,L,1990-06-03,Komsomolsk,--,RUS,RUS,74,202,--,--,--,20152016,N,45,0,3,3
Roman Polak,--,R,D,1986-04-28,Ostrava,--,CZE,CZE,74,240,2004,6,180,20062007,N,79,1,15,16
Jason Pominville,--,R,R,1982-11-30,Repentigny,QC,CAN,CAN,71,180,2001,2,55,20032004,N,75,11,25,36
Chris Porter,--,L,L,1984-05-29,Toronto,ON,CAN,CAN,73,206,2003,9,282,20082009,N,61,4,3,7
Kevin Porter,--,L,C,1986-03-12,Detroit,MI,USA,USA,72,190,2004,4,119,20082009,N,41,0,3,3
Paul Postma,--,R,D,1989-02-22,Red Deer,AB,CAN,CAN,75,195,2007,7,205,20102011,N,26,2,0,2
Benoit Pouliot,--,L,L,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,1,4,20062007,N,55,14,22,36
Derrick Pouliot,DAL,L,D,1994-01-16,Estevan,SK,CAN,CAN,73,204,2012,1,8,20142015,N,22,0,7,7
Shane Prince,--,L,L,1992-11-16,Rochester,NY,USA,USA,71,193,2011,2,61,20142015,N,62,6,11,17
Nate Prosser,--,R,D,1986-05-07,Elk River,MN,USA,USA,74,201,--,--,--,20092010,N,54,0,3,3
Dalton Prout,--,R,D,1990-03-13,Kingsville,ON,CAN,CAN,75,215,2010,6,154,20112012,N,64,3,6,9
Brandon Prust,--,L,L,1984-03-16,London,ON,CAN,CAN,72,195,2004,3,70,20062007,N,35,1,6,7
Matt Puempel,--,L,L,1993-01-24,Windsor,ON,CAN,CAN,73,201,2011,1,24,20142015,N,26,2,1,3
Teemu Pulkkinen,--,R,L,1992-01-02,Vantaa,--,FIN,FIN,70,185,2010,4,111,20132014,N,36,6,6,12
Ryan Pulock,NYI,R,D,1994-10-06,Dauphin,MB,CAN,CAN,74,216,2013,1,15,20152016,N,15,2,2,4
Teddy Purcell,--,R,L,1985-09-08,St. John's,NL,CAN,CAN,74,195,--,--,--,20072008,N,76,14,29,43
Mark Pysyk,CGY,R,D,1992-01-11,Sherwood Park,AB,CAN,CAN,73,205,2010,1,23,20122013,N,55,1,10,11
Kyle Quincey,--,L,D,1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,4,132,20052006,N,47,4,7,11
Michael Raffl,--,L,L,1988-12-01,Villach,--,AUT,AUT,73,205,--,--,--,20132014,N,82,13,18,31
Rickard Rakell,PIT,R,R,1993-05-05,Sundbyberg,--,SWE,SWE,73,195,2011,1,30,20122013,N,72,20,23,43
Tyler Randell,--,R,R,1991-06-15,Scarborough,ON,CAN,CAN,73,198,2009,6,176,20152016,N,27,6,0,6
Victor Rask,--,L,C,1993-03-01,Leksand,--,SWE,SWE,74,199,2011,2,42,20142015,N,80,21,27,48
Dennis Rasmussen,--,L,C,1990-07-03,Vasteras,--,SWE,SWE,75,192,--,--,--,20152016,N,44,4,5,9
Ty Rattie,--,R,R,1993-02-05,Calgary,AB,CAN,CAN,72,183,2011,2,32,20132014,N,13,4,2,6
Mason Raymond,--,L,L,1985-09-17,Cochrane,AB,CAN,CAN,73,179,2005,2,51,20072008,N,29,4,1,5
Matt Read,--,R,R,1986-06-14,Ilderton,ON,CAN,CAN,70,188,--,--,--,20112012,N,79,11,15,26
Ryan Reaves,TOR,R,R,1987-01-20,Winnipeg,MB,CAN,CAN,74,226,2005,5,156,20102011,N,64,3,1,4
Zach Redmond,--,R,D,1988-07-26,Traverse City,MI,USA,USA,74,212,2008,7,184,20122013,N,37,2,4,6
Mike Reilly,NYI,L,D,1993-07-13,Chicago,IL,USA,USA,73,196,2011,4,98,20152016,N,29,1,6,7
Griffin Reinhart,--,L,D,1994-01-24,North Vancouver,BC,CAN,CAN,76,212,2012,1,4,20142015,N,29,0,1,1
Sam Reinhart,FLA,R,C,1995-11-06,West Vancouver,BC,CAN,CAN,74,193,2014,1,2,20142015,N,79,23,19,42
Mike Ribeiro,--,L,C,1980-02-10,Montréal,QC,CAN,CAN,72,179,1998,2,45,19992000,N,81,7,43,50
Brad Richards,--,L,C,1980-05-02,Murray Harbour,PE,CAN,CAN,72,199,1998,3,64,20002001,N,68,10,18,28
Mike Richards,--,L,C,1985-02-11,Kenora,ON,CAN,CAN,71,196,2003,1,24,20052006,N,39,2,3,5
Brad Richardson,--,L,R,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,5,163,20052006,N,82,11,20,31
Tobias Rieder,--,L,L,1993-01-10,Landshut,--,DEU,DEU,71,189,2011,4,114,20142015,N,82,14,23,37
Morgan Rielly,TOR,L,D,1994-03-09,Vancouver,BC,CAN,CAN,73,225,2012,1,5,20132014,N,82,9,27,36
Zac Rinaldo,--,L,C,1990-06-15,Mississauga,ON,CAN,CAN,70,192,2008,6,178,20112012,N,52,1,2,3
Rasmus Ristolainen,PHI,R,D,1994-10-27,Turku,--,FIN,FIN,76,208,2013,1,8,20132014,N,82,9,32,41
Nick Ritchie,--,L,L,1995-12-05,Orangeville,ON,CAN,CAN,75,236,2014,1,10,20152016,N,33,2,2,4
Antoine Roussel,--,L,L,1989-11-21,Roubaix,--,FRA,FRA,71,200,--,--,--,20122013,N,80,13,16,29
Michal Rozsival,--,R,D,1978-09-03,Vlasim,--,CZE,CZE,73,210,1996,4,105,19992000,N,51,1,12,13
Kris Russell,--,L,D,1987-05-02,Caroline,AB,CAN,CAN,70,170,2005,3,67,20072008,N,62,4,15,19
Bryan Rust,PIT,R,R,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,3,80,20142015,N,41,4,7,11
Tuomo Ruutu,--,L,L,1983-02-16,Vantaa,--,FIN,FIN,72,200,2001,1,9,20032004,N,33,0,1,1
Bobby Ryan,--,R,R,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,1,2,20072008,N,81,22,34,56
Kerby Rychel,--,L,L,1994-10-07,Torrance,CA,USA,USA,73,213,2013,1,19,20142015,N,32,2,7,9
Brandon Saad,STL,L,L,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,2,43,20112012,N,78,31,22,53
Miikka Salomaki,--,L,R,1993-03-09,Raahe,--,FIN,FIN,71,203,2011,2,52,20142015,N,61,5,5,10
Mike Santorelli,--,R,C,1985-12-14,Vancouver,BC,CAN,CAN,72,189,2004,6,178,20082009,N,70,9,9,18
David Savard,MTL,R,D,1990-10-22,St-Hyacinthe,QC,CAN,CAN,73,238,2009,4,94,20112012,N,65,4,21,25
Luca Sbisa,--,L,D,1990-01-30,Ozieri,--,ITA,CHE,75,206,2008,1,19,20082009,N,41,2,6,8
Marco Scandella,STL,L,D,1990-02-23,Montréal,QC,CAN,CAN,75,212,2008,2,55,20102011,N,73,5,16,21
Colton Sceviour,--,R,C,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,4,112,20102011,N,71,11,12,23
Tim Schaller,--,L,L,1990-11-16,Merrimack,NH,USA,USA,74,204,--,--,--,20142015,N,17,1,2,3
Mark Scheifele,WPG,R,C,1993-03-15,Kitchener,ON,CAN,CAN,75,207,2011,1,7,20112012,N,71,29,32,61
Brayden Schenn,STL,L,C,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,1,5,20092010,N,80,26,33,59
Luke Schenn,NSH,R,D,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,1,5,20082009,N,72,4,12,16
David Schlemko,--,L,D,1987-05-07,Edmonton,AB,CAN,CAN,73,191,--,--,--,20082009,N,67,6,13,19
Nate Schmidt,WPG,L,D,1991-07-16,St. Cloud,MN,USA,USA,72,192,--,--,--,20132014,N,72,2,14,16
Jordan Schroeder,--,R,C,1990-09-29,Lakeville,MN,USA,USA,69,170,2009,1,22,20122013,N,26,2,2,4
Justin Schultz,SEA,R,D,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,2,43,20122013,N,63,4,14,18
Nick Schultz,--,L,D,1982-08-25,Strasbourg,SK,CAN,CAN,73,203,2000,2,33,20012002,N,81,1,9,10
Jaden Schwartz,SEA,L,C,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,1,14,20112012,N,33,8,14,22
John Scott,--,L,L,1982-09-26,Edmonton,AB,CAN,CAN,80,260,--,--,--,20082009,N,12,0,1,1
Rob Scuderi,--,L,D,1978-12-30,Syosset,NY,USA,USA,73,216,1998,5,134,20032004,N,63,0,10,10
Brent Seabrook,TBL,R,D,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,1,14,20052006,N,81,14,35,49
Daniel Sedin,--,L,L,1980-09-26,Ornskoldsvik,--,SWE,SWE,73,190,1999,1,2,20002001,Y,82,28,33,61
Henrik Sedin,--,L,C,1980-09-26,Ornskoldsvik,--,SWE,SWE,74,183,1999,1,3,20002001,Y,74,11,44,55
Tyler Seguin,DAL,R,C,1992-01-31,Brampton,ON,CAN,CAN,73,207,2010,1,2,20102011,N,72,33,40,73
Dennis Seidenberg,--,L,D,1981-07-18,Schwenningen,--,DEU,DEU,72,199,2001,6,172,20022003,N,61,1,11,12
Jiri Sekac,--,L,L,1992-06-10,Kladno,--,CZE,CZE,73,185,--,--,--,20142015,N,39,1,5,6
Andrej Sekera,--,L,D,1986-06-08,Bojnice,--,SVK,SVK,72,200,2004,3,71,20062007,N,81,6,24,30
Alexander Semin,--,R,R,1984-03-03,Krasnojarsk,--,RUS,RUS,74,211,2002,1,13,20032004,N,15,1,3,4
Damon Severson,CBJ,R,D,1994-08-07,Melville,SK,CAN,CAN,74,202,2012,2,60,20142015,N,72,1,20,21
Patrick Sharp,--,R,L,1981-12-27,Winnipeg,MB,CAN,CAN,73,200,2001,3,95,20022003,N,76,20,35,55
Kevin Shattenkirk,BOS,R,D,1989-01-29,New Rochelle,NY,USA,USA,72,203,2007,1,14,20102011,N,72,14,30,44
Andrew Shaw,--,R,R,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,5,139,20112012,N,78,14,20,34
Logan Shaw,--,R,R,1992-10-05,Glace Bay,NS,CAN,CAN,75,208,2011,3,76,20152016,N,53,5,2,7
Riley Sheahan,--,L,C,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010,1,21,20112012,N,81,14,11,25
Conor Sheary,TBL,L,L,1992-06-08,Winchester,MA,USA,USA,68,179,--,--,--,20152016,N,44,7,3,10
Nicholas Shore,--,R,C,1992-09-26,Denver,CO,USA,USA,73,198,2011,3,82,20142015,N,68,3,7,10
Jakob Silfverberg,ANA,R,R,1990-10-13,Gavle,--,SWE,SWE,73,207,2009,2,39,20122013,N,82,20,19,39
Zach Sill,--,L,C,1988-05-24,Truro,NS,CAN,CAN,72,214,--,--,--,20132014,N,10,1,0,1
Wayne Simmonds,--,R,R,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,2,61,20082009,N,81,32,28,60
Mike Sislo,--,R,R,1988-01-20,Superior,WI,USA,USA,71,190,--,--,--,20132014,N,18,3,1,4
Colton Sissons,NSH,R,C,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,2,50,20132014,N,34,4,2,6
Jack Skille,--,R,R,1987-05-19,Madison,WI,USA,USA,73,216,2005,1,7,20072008,N,74,8,6,14
Jeff Skinner,BUF,L,L,1992-05-16,Toronto,ON,CAN,CAN,71,200,2010,1,7,20102011,N,82,28,23,51
Jaccob Slavin,CAR,L,D,1994-05-01,Denver,CO,USA,USA,75,207,2012,4,120,20152016,N,63,2,18,20
Anton Slepyshev,--,R,L,1994-05-13,Penza,--,RUS,RUS,74,221,2013,3,88,20152016,N,11,0,1,1
Ladislav Smid,--,L,D,1986-02-01,Frydlant,--,CZE,CZE,76,210,2004,1,9,20062007,N,22,0,0,0
Ben Smith,--,R,R,1988-07-11,Winston-Salem,NC,USA,USA,71,203,2008,6,169,20102011,N,22,2,4,6
Brendan Smith,NJD,L,D,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,1,27,20112012,N,63,3,12,15
Craig Smith,DAL,R,C,1989-09-05,Madison,WI,USA,USA,73,203,2009,4,98,20112012,N,82,21,16,37
Reilly Smith,PIT,L,R,1991-04-01,Mimico,ON,CAN,CAN,73,185,2009,3,69,20112012,N,82,25,25,50
Zack Smith,--,L,C,1988-04-05,Maple Creek,SK,CAN,CAN,74,208,2008,3,79,20082009,N,81,25,11,36
Devante Smith-Pelly,--,R,R,1992-06-14,Scarborough,ON,CAN,CAN,72,223,2010,2,42,20112012,N,64,14,11,25
Carl Soderberg,--,L,C,1985-10-12,Malmo,--,SWE,SWE,75,210,2004,2,49,20122013,N,82,12,39,51
Nikita Soshnikov,--,L,R,1993-10-14,Nizhny Tagil,--,RUS,RUS,71,190,--,--,--,20152016,N,11,2,3,5
Nick Spaling,--,L,C,1988-09-19,Palmerston,ON,CAN,CAN,73,198,2007,2,58,20092010,N,58,3,10,13
Jason Spezza,--,R,C,1983-06-13,Toronto,ON,CAN,CAN,75,219,2001,1,2,20022003,N,75,33,30,63
Ryan Spooner,--,L,C,1992-01-30,Ottawa,ON,CAN,CAN,71,191,2010,2,45,20122013,N,80,13,36,49
Daniel Sprong,DET,R,R,1997-03-17,Amsterdam,--,NLD,NLD,72,195,2015,2,46,20152016,N,18,2,0,2
Jared Spurgeon,MIN,R,D,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,6,156,20102011,N,77,11,18,29
Eric Staal,--,L,C,1984-10-29,Thunder Bay,ON,CAN,CAN,76,195,2003,1,2,20032004,N,83,13,26,39
Jordan Staal,CAR,L,C,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,82,20,28,48
Marc Staal,PHI,L,D,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,1,12,20072008,N,77,2,13,15
Drew Stafford,--,R,R,1985-10-30,Milwaukee,WI,USA,USA,74,215,2004,1,13,20062007,N,78,21,17,38
Matt Stajan,--,L,C,1983-12-19,Mississauga,ON,CAN,CAN,73,195,2002,2,57,20022003,N,80,6,11,17
Viktor Stalberg,--,L,L,1986-01-17,Gothenburg,--,SWE,SWE,75,209,2006,6,161,20092010,N,75,9,11,20
Steven Stamkos,TBL,R,C,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20082009,N,77,36,28,64
Paul Stastny,--,L,C,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005,2,44,20062007,N,64,10,39,49
Alexander Steen,--,L,L,1984-03-01,Winnipeg,MB,CAN,SWE,72,211,2002,1,24,20052006,N,67,17,35,52
Lee Stempniak,--,R,R,1983-02-04,West Seneca,NY,USA,USA,71,195,2003,5,148,20052006,N,82,19,32,51
Derek Stepan,--,R,C,1990-06-18,Hastings,MN,USA,USA,71,196,2008,2,51,20102011,N,72,22,31,53
Chris Stewart,--,R,R,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,1,18,20082009,N,56,8,12,20
Jarret Stoll,--,R,C,1982-06-24,Melville,SK,CAN,CAN,73,216,2002,2,36,20022003,N,80,4,5,9
Mark Stone,VGK,R,R,1992-05-13,Winnipeg,MB,CAN,CAN,75,212,2010,6,178,20122013,N,75,23,38,61
Michael Stone,--,R,D,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,3,69,20112012,N,75,6,30,36
Clayton Stoner,--,L,D,1985-02-19,Port McNeill,BC,CAN,CAN,76,216,2004,3,79,20092010,N,50,1,5,6
Brian Strait,--,L,D,1988-01-04,Waltham,MA,USA,USA,73,206,2006,3,65,20102011,N,52,1,5,6
Anton Stralman,--,R,D,1986-08-01,Tibro,--,SWE,SWE,71,193,2005,7,216,20072008,N,73,9,25,34
Mark Streit,--,L,D,1977-12-11,Bern,--,CHE,CHE,71,186,2004,9,262,20052006,N,62,6,17,23
Ryan Strome,ANA,R,C,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,1,5,20132014,N,71,8,20,28
Mark Stuart,--,L,D,1984-04-27,Rochester,MN,USA,USA,74,215,2003,1,21,20052006,N,64,1,2,3
